村志代码 Gazetteer Code,村志书名 Gazetteer Title,Is the data available?,Start Year,End Year,Data,Category,Division1,Division2,Division3,Division4,Subdivision
0005,光淀村志,No,n/a,n/a,n/a,村民纠纷 Number of Civil Mediations,,,,,
0005,光淀村志,No,n/a,n/a,n/a,刑事案件 Number of Reported Crimes,,,,,
0005,光淀村志,No,n/a,n/a,n/a,共产党员 CCP Membership,男 Male,,,,
0005,光淀村志,No,n/a,n/a,n/a,共产党员 CCP Membership,女 Female,,,,
0005,光淀村志,No,n/a,n/a,n/a,共产党员 CCP Membership,总 Total,,,,
0005,光淀村志,No,n/a,n/a,n/a,共产党员 CCP Membership,少数民族 Ethnic Minorities,,,,
0005,光淀村志,No,n/a,n/a,n/a,新党员 New CCP Membership,少数民族 Ethnic Minorities,,,,
0005,光淀村志,No,n/a,n/a,n/a,阶级成分 Class Status,,地主 Landlord,,,
0005,光淀村志,No,n/a,n/a,n/a,阶级成分 Class Status,,富农 Rich Peasant,,,
0005,光淀村志,No,n/a,n/a,n/a,阶级成分 Class Status,,中农 Middle Peasant,,,
0005,光淀村志,No,n/a,n/a,n/a,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,,,
0005,光淀村志,No,n/a,n/a,n/a,新党员 New CCP Membership,男 Male,,,,
0005,光淀村志,No,n/a,n/a,n/a,新党员 New CCP Membership,总 Total,,,,
0005,光淀村志,No,n/a,n/a,n/a,新党员 New CCP Membership,女 Female,,,,
0006,方等村志,No,n/a,n/a,n/a,入伍 Military Enlistment,,,,,
0006,方等村志,No,n/a,n/a,n/a,村民纠纷 Number of Civil Mediations,,,,,
0006,方等村志,No,n/a,n/a,n/a,刑事案件 Number of Reported Crimes,,,,,
0006,方等村志,No,n/a,n/a,n/a,共产党员 CCP Membership,男 Male,,,,
0006,方等村志,No,n/a,n/a,n/a,共产党员 CCP Membership,女 Female,,,,
0006,方等村志,No,n/a,n/a,n/a,共产党员 CCP Membership,总 Total,,,,
0006,方等村志,No,n/a,n/a,n/a,共产党员 CCP Membership,少数民族 Ethnic Minorities,,,,
0006,方等村志,No,n/a,n/a,n/a,新党员 New CCP Membership,男 Male,,,,
0006,方等村志,No,n/a,n/a,n/a,新党员 New CCP Membership,女 Female,,,,
0006,方等村志,No,n/a,n/a,n/a,新党员 New CCP Membership,总 Total,,,,
0006,方等村志,No,n/a,n/a,n/a,新党员 New CCP Membership,少数民族 Ethnic Minorities,,,,
0006,方等村志,No,n/a,n/a,n/a,阶级成分 Class Status,,地主 Landlord,,,
0006,方等村志,No,n/a,n/a,n/a,阶级成分 Class Status,,富农 Rich Peasant,,,
0006,方等村志,No,n/a,n/a,n/a,阶级成分 Class Status,,中农 Middle Peasant,,,
0006,方等村志,No,n/a,n/a,n/a,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,,,
0007,渔津洼村志,No,n/a,n/a,n/a,入伍 Military Enlistment,,,,,
0007,渔津洼村志,No,n/a,n/a,n/a,村民纠纷 Number of Civil Mediations,,,,,
0007,渔津洼村志,No,n/a,n/a,n/a,刑事案件 Number of Reported Crimes,,,,,
0007,渔津洼村志,No,n/a,n/a,n/a,共产党员 CCP Membership,男 Male,,,,
0007,渔津洼村志,No,n/a,n/a,n/a,共产党员 CCP Membership,女 Female,,,,
0007,渔津洼村志,No,n/a,n/a,n/a,共产党员 CCP Membership,总 Total,,,,
0007,渔津洼村志,No,n/a,n/a,n/a,共产党员 CCP Membership,少数民族 Ethnic Minorities,,,,
0007,渔津洼村志,No,n/a,n/a,n/a,新党员 New CCP Membership,男 Male,,,,
0007,渔津洼村志,No,n/a,n/a,n/a,新党员 New CCP Membership,女 Female,,,,
0007,渔津洼村志,No,n/a,n/a,n/a,新党员 New CCP Membership,总 Total,,,,
0007,渔津洼村志,No,n/a,n/a,n/a,新党员 New CCP Membership,少数民族 Ethnic Minorities,,,,
0007,渔津洼村志,No,n/a,n/a,n/a,阶级成分 Class Status,,地主 Landlord,,,
0007,渔津洼村志,No,n/a,n/a,n/a,阶级成分 Class Status,,富农 Rich Peasant,,,
0007,渔津洼村志,No,n/a,n/a,n/a,阶级成分 Class Status,,中农 Middle Peasant,,,
0007,渔津洼村志,No,n/a,n/a,n/a,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,,,
0008,板板桥村志,No,n/a,n/a,n/a,入伍 Military Enlistment,,,,,
0008,板板桥村志,No,n/a,n/a,n/a,村民纠纷 Number of Civil Mediations,,,,,
0008,板板桥村志,No,n/a,n/a,n/a,刑事案件 Number of Reported Crimes,,,,,
0008,板板桥村志,No,n/a,n/a,n/a,共产党员 CCP Membership,男 Male,,,,
0008,板板桥村志,No,n/a,n/a,n/a,共产党员 CCP Membership,女 Female,,,,
0008,板板桥村志,No,n/a,n/a,n/a,共产党员 CCP Membership,总 Total,,,,
0008,板板桥村志,No,n/a,n/a,n/a,共产党员 CCP Membership,少数民族 Ethnic Minorities,,,,
0008,板板桥村志,No,n/a,n/a,n/a,新党员 New CCP Membership,男 Male,,,,
0008,板板桥村志,No,n/a,n/a,n/a,新党员 New CCP Membership,女 Female,,,,
0008,板板桥村志,No,n/a,n/a,n/a,新党员 New CCP Membership,总 Total,,,,
0008,板板桥村志,No,n/a,n/a,n/a,新党员 New CCP Membership,少数民族 Ethnic Minorities,,,,
0008,板板桥村志,No,n/a,n/a,n/a,阶级成分 Class Status,,地主 Landlord,,,
0008,板板桥村志,No,n/a,n/a,n/a,阶级成分 Class Status,,富农 Rich Peasant,,,
0008,板板桥村志,No,n/a,n/a,n/a,阶级成分 Class Status,,中农 Middle Peasant,,,
0008,板板桥村志,No,n/a,n/a,n/a,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,,,
0009,仓上村志,No,n/a,n/a,n/a,入伍 Military Enlistment,,,,,
0009,仓上村志,No,n/a,n/a,n/a,村民纠纷 Number of Civil Mediations,,,,,
0009,仓上村志,No,n/a,n/a,n/a,刑事案件 Number of Reported Crimes,,,,,
0009,仓上村志,No,n/a,n/a,n/a,共产党员 CCP Membership,男 Male,,,,
0009,仓上村志,No,n/a,n/a,n/a,共产党员 CCP Membership,女 Female,,,,
0009,仓上村志,No,n/a,n/a,n/a,共产党员 CCP Membership,总 Total,,,,
0009,仓上村志,No,n/a,n/a,n/a,共产党员 CCP Membership,少数民族 Ethnic Minorities,,,,
0009,仓上村志,No,n/a,n/a,n/a,新党员 New CCP Membership,男 Male,,,,
0009,仓上村志,No,n/a,n/a,n/a,新党员 New CCP Membership,女 Female,,,,
0009,仓上村志,No,n/a,n/a,n/a,新党员 New CCP Membership,总 Total,,,,
0009,仓上村志,No,n/a,n/a,n/a,新党员 New CCP Membership,少数民族 Ethnic Minorities,,,,
0009,仓上村志,No,n/a,n/a,n/a,阶级成分 Class Status,,地主 Landlord,,,
0009,仓上村志,No,n/a,n/a,n/a,阶级成分 Class Status,,富农 Rich Peasant,,,
0009,仓上村志,No,n/a,n/a,n/a,阶级成分 Class Status,,中农 Middle Peasant,,,
0009,仓上村志,No,n/a,n/a,n/a,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,,,
0010,草场地村志,No,n/a,n/a,n/a,入伍 Military Enlistment,,,,,
0010,草场地村志,No,n/a,n/a,n/a,村民纠纷 Number of Civil Mediations,,,,,
0010,草场地村志,No,n/a,n/a,n/a,刑事案件 Number of Reported Crimes,,,,,
0010,草场地村志,No,n/a,n/a,n/a,共产党员 CCP Membership,男 Male,,,,
0010,草场地村志,No,n/a,n/a,n/a,共产党员 CCP Membership,女 Female,,,,
0010,草场地村志,No,n/a,n/a,n/a,共产党员 CCP Membership,总 Total,,,,
0010,草场地村志,No,n/a,n/a,n/a,共产党员 CCP Membership,少数民族 Ethnic Minorities,,,,
0010,草场地村志,No,n/a,n/a,n/a,新党员 New CCP Membership,男 Male,,,,
0010,草场地村志,No,n/a,n/a,n/a,新党员 New CCP Membership,女 Female,,,,
0010,草场地村志,No,n/a,n/a,n/a,新党员 New CCP Membership,总 Total,,,,
0010,草场地村志,No,n/a,n/a,n/a,新党员 New CCP Membership,少数民族 Ethnic Minorities,,,,
0010,草场地村志,No,n/a,n/a,n/a,阶级成分 Class Status,,地主 Landlord,,,
0010,草场地村志,No,n/a,n/a,n/a,阶级成分 Class Status,,富农 Rich Peasant,,,
0010,草场地村志,No,n/a,n/a,n/a,阶级成分 Class Status,,中农 Middle Peasant,,,
0010,草场地村志,No,n/a,n/a,n/a,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,,,
0011,东莞市常平镇桥梓村志,No,n/a,n/a,n/a,入伍 Military Enlistment,,,,,
0011,东莞市常平镇桥梓村志,No,n/a,n/a,n/a,村民纠纷 Number of Civil Mediations,,,,,
0011,东莞市常平镇桥梓村志,No,n/a,n/a,n/a,刑事案件 Number of Reported Crimes,,,,,
0011,东莞市常平镇桥梓村志,No,n/a,n/a,n/a,共产党员 CCP Membership,男 Male,,,,
0011,东莞市常平镇桥梓村志,No,n/a,n/a,n/a,共产党员 CCP Membership,女 Female,,,,
0011,东莞市常平镇桥梓村志,No,n/a,n/a,n/a,共产党员 CCP Membership,总 Total,,,,
0011,东莞市常平镇桥梓村志,No,n/a,n/a,n/a,共产党员 CCP Membership,少数民族 Ethnic Minorities,,,,
0011,东莞市常平镇桥梓村志,No,n/a,n/a,n/a,新党员 New CCP Membership,男 Male,,,,
0011,东莞市常平镇桥梓村志,No,n/a,n/a,n/a,新党员 New CCP Membership,女 Female,,,,
0011,东莞市常平镇桥梓村志,No,n/a,n/a,n/a,新党员 New CCP Membership,总 Total,,,,
0011,东莞市常平镇桥梓村志,No,n/a,n/a,n/a,新党员 New CCP Membership,少数民族 Ethnic Minorities,,,,
0011,东莞市常平镇桥梓村志,No,n/a,n/a,n/a,阶级成分 Class Status,,地主 Landlord,,,
0011,东莞市常平镇桥梓村志,No,n/a,n/a,n/a,阶级成分 Class Status,,富农 Rich Peasant,,,
0011,东莞市常平镇桥梓村志,No,n/a,n/a,n/a,阶级成分 Class Status,,中农 Middle Peasant,,,
0011,东莞市常平镇桥梓村志,No,n/a,n/a,n/a,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,,,
0012,东候坊村志,No,n/a,n/a,n/a,入伍 Military Enlistment,,,,,
0012,东候坊村志,No,n/a,n/a,n/a,村民纠纷 Number of Civil Mediations,,,,,
0012,东候坊村志,No,n/a,n/a,n/a,刑事案件 Number of Reported Crimes,,,,,
0012,东候坊村志,No,n/a,n/a,n/a,共产党员 CCP Membership,男 Male,,,,
0012,东候坊村志,No,n/a,n/a,n/a,共产党员 CCP Membership,女 Female,,,,
0012,东候坊村志,No,n/a,n/a,n/a,共产党员 CCP Membership,总 Total,,,,
0012,东候坊村志,No,n/a,n/a,n/a,共产党员 CCP Membership,少数民族 Ethnic Minorities,,,,
0012,东候坊村志,No,n/a,n/a,n/a,新党员 New CCP Membership,男 Male,,,,
0012,东候坊村志,No,n/a,n/a,n/a,新党员 New CCP Membership,女 Female,,,,
0012,东候坊村志,No,n/a,n/a,n/a,新党员 New CCP Membership,总 Total,,,,
0012,东候坊村志,No,n/a,n/a,n/a,新党员 New CCP Membership,少数民族 Ethnic Minorities,,,,
0012,东候坊村志,No,n/a,n/a,n/a,阶级成分 Class Status,,地主 Landlord,,,
0012,东候坊村志,No,n/a,n/a,n/a,阶级成分 Class Status,,富农 Rich Peasant,,,
0012,东候坊村志,No,n/a,n/a,n/a,阶级成分 Class Status,,中农 Middle Peasant,,,
0012,东候坊村志,No,n/a,n/a,n/a,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,,,
0013,黄土岗村志,No,n/a,n/a,n/a,入伍 Military Enlistment,,,,,
0013,黄土岗村志,No,n/a,n/a,n/a,村民纠纷 Number of Civil Mediations,,,,,
0013,黄土岗村志,No,n/a,n/a,n/a,刑事案件 Number of Reported Crimes,,,,,
0013,黄土岗村志,No,n/a,n/a,n/a,共产党员 CCP Membership,男 Male,,,,
0013,黄土岗村志,No,n/a,n/a,n/a,共产党员 CCP Membership,女 Female,,,,
0013,黄土岗村志,No,n/a,n/a,n/a,共产党员 CCP Membership,总 Total,,,,
0013,黄土岗村志,No,n/a,n/a,n/a,共产党员 CCP Membership,少数民族 Ethnic Minorities,,,,
0013,黄土岗村志,No,n/a,n/a,n/a,新党员 New CCP Membership,男 Male,,,,
0013,黄土岗村志,No,n/a,n/a,n/a,新党员 New CCP Membership,女 Female,,,,
0013,黄土岗村志,Yes,1949,1966,35,新党员 New CCP Membership,总 Total,,,,
0013,黄土岗村志,Yes,1966,1976,33,新党员 New CCP Membership,总 Total,,,,
0013,黄土岗村志,No,n/a,n/a,n/a,新党员 New CCP Membership,少数民族 Ethnic Minorities,,,,
0013,黄土岗村志,No,n/a,n/a,n/a,阶级成分 Class Status,,地主 Landlord,,,
0013,黄土岗村志,No,n/a,n/a,n/a,阶级成分 Class Status,,富农 Rich Peasant,,,
0013,黄土岗村志,No,n/a,n/a,n/a,阶级成分 Class Status,,中农 Middle Peasant,,,
0013,黄土岗村志,No,n/a,n/a,n/a,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,,,
0015,三合村志,No,n/a,n/a,n/a,入伍 Military Enlistment,,,,,
0015,三合村志,No,n/a,n/a,n/a,村民纠纷 Number of Civil Mediations,,,,,
0015,三合村志,No,n/a,n/a,n/a,刑事案件 Number of Reported Crimes,,,,,
0015,三合村志,No,n/a,n/a,n/a,共产党员 CCP Membership,男 Male,,,,
0015,三合村志,No,n/a,n/a,n/a,共产党员 CCP Membership,女 Female,,,,
0015,三合村志,No,n/a,n/a,n/a,共产党员 CCP Membership,总 Total,,,,
0015,三合村志,No,n/a,n/a,n/a,共产党员 CCP Membership,少数民族 Ethnic Minorities,,,,
0015,三合村志,No,n/a,n/a,n/a,新党员 New CCP Membership,男 Male,,,,
0015,三合村志,No,n/a,n/a,n/a,新党员 New CCP Membership,女 Female,,,,
0015,三合村志,No,n/a,n/a,n/a,新党员 New CCP Membership,总 Total,,,,
0015,三合村志,No,n/a,n/a,n/a,新党员 New CCP Membership,少数民族 Ethnic Minorities,,,,
0015,三合村志,No,n/a,n/a,n/a,阶级成分 Class Status,,地主 Landlord,,,
0015,三合村志,No,n/a,n/a,n/a,阶级成分 Class Status,,富农 Rich Peasant,,,
0015,三合村志,No,n/a,n/a,n/a,阶级成分 Class Status,,中农 Middle Peasant,,,
0015,三合村志,No,n/a,n/a,n/a,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,,,
0016,上海林村志,No,n/a,n/a,n/a,入伍 Military Enlistment,,,,,
0016,上海林村志,No,n/a,n/a,n/a,村民纠纷 Number of Civil Mediations,,,,,
0016,上海林村志,No,n/a,n/a,n/a,刑事案件 Number of Reported Crimes,,,,,
0016,上海林村志,No,n/a,n/a,n/a,共产党员 CCP Membership,少数民族 Ethnic Minorities,,,,
0016,上海林村志,No,n/a,n/a,n/a,新党员 New CCP Membership,男 Male,,,,
0016,上海林村志,No,n/a,n/a,n/a,新党员 New CCP Membership,女 Female,,,,
0016,上海林村志,No,n/a,n/a,n/a,新党员 New CCP Membership,总 Total,,,,
0016,上海林村志,No,n/a,n/a,n/a,新党员 New CCP Membership,少数民族 Ethnic Minorities,,,,
0016,上海林村志,No,n/a,n/a,n/a,阶级成分 Class Status,,地主 Landlord,,,
0016,上海林村志,No,n/a,n/a,n/a,阶级成分 Class Status,,富农 Rich Peasant,,,
0016,上海林村志,No,n/a,n/a,n/a,阶级成分 Class Status,,中农 Middle Peasant,,,
0016,上海林村志,No,n/a,n/a,n/a,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,,,
0016,上海林村志,No,n/a,n/a,n/a,共产党员 CCP Membership,男 Male,,,,
0016,上海林村志,No,n/a,n/a,n/a,共产党员 CCP Membership,女 Female,,,,
0016,上海林村志,No,n/a,n/a,n/a,共产党员 CCP Membership,总 Total,,,,
0014,桑耳庄村志,Yes,1990,2000,560,村民纠纷 Number of Civil Mediations,,,,,
0014,桑耳庄村志,No,n/a,n/a,n/a,刑事案件 Number of Reported Crimes,,,,,
0014,桑耳庄村志,Yes,1955,2000,100,入伍 Military Enlistment,,,,,
0014,桑耳庄村志,No,n/a,n/a,n/a,共产党员 CCP Membership,男 Male,,,,
0014,桑耳庄村志,No,n/a,n/a,n/a,共产党员 CCP Membership,女 Female,,,,
0014,桑耳庄村志,No,n/a,n/a,n/a,共产党员 CCP Membership,总 Total,,,,
0014,桑耳庄村志,No,n/a,n/a,n/a,共产党员 CCP Membership,少数民族 Ethnic Minorities,,,,
0014,桑耳庄村志,Yes,1941,1943,17,新党员 New CCP Membership,男 Male,,,,
0014,桑耳庄村志,Yes,1944,1949,28,新党员 New CCP Membership,男 Male,,,,
0014,桑耳庄村志,Yes,1966,1967,18,新党员 New CCP Membership,男 Male,,,,
0014,桑耳庄村志,Yes,1967,1978,29,新党员 New CCP Membership,男 Male,,,,
0014,桑耳庄村志,Yes,1983,2000,14,新党员 New CCP Membership,男 Male,,,,
0014,桑耳庄村志,Yes,1941,1943,1,新党员 New CCP Membership,女 Female,,,,
0014,桑耳庄村志,Yes,1944,1949,8,新党员 New CCP Membership,女 Female,,,,
0014,桑耳庄村志,Yes,1950,1965,2,新党员 New CCP Membership,女 Female,,,,
0014,桑耳庄村志,Yes,1966,1967,7,新党员 New CCP Membership,女 Female,,,,
0014,桑耳庄村志,Yes,1967,1978,2,新党员 New CCP Membership,女 Female,,,,
0014,桑耳庄村志,Yes,1983,2000,2,新党员 New CCP Membership,女 Female,,,,
0014,桑耳庄村志,Yes,1941,1943,18,新党员 New CCP Membership,总 Total,,,,
0014,桑耳庄村志,Yes,1944,1949,36,新党员 New CCP Membership,总 Total,,,,
0014,桑耳庄村志,Yes,1950,1965,22,新党员 New CCP Membership,总 Total,,,,
0014,桑耳庄村志,Yes,1966,1967,25,新党员 New CCP Membership,总 Total,,,,
0014,桑耳庄村志,Yes,1967,1978,31,新党员 New CCP Membership,总 Total,,,,
0014,桑耳庄村志,No,n/a,n/a,n/a,新党员 New CCP Membership,少数民族 Ethnic Minorities,,,,
0014,桑耳庄村志,No,n/a,n/a,n/a,阶级成分 Class Status,,地主 Landlord,,,
0014,桑耳庄村志,No,n/a,n/a,n/a,阶级成分 Class Status,,富农 Rich Peasant,,,
0014,桑耳庄村志,No,n/a,n/a,n/a,阶级成分 Class Status,,中农 Middle Peasant,,,
0014,桑耳庄村志,No,n/a,n/a,n/a,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,,,
0014,桑耳庄村志,Yes,1950,1965,20,新党员 New CCP Membership,男 Male,,,,
0014,桑耳庄村志,Yes,1983,2000,16,新党员 New CCP Membership,总 Total,,,,
0017,单家村村志,No,n/a,n/a,n/a,入伍 Military Enlistment,,,,,
0017,单家村村志,No,n/a,n/a,n/a,村民纠纷 Number of Civil Mediations,,,,,
0017,单家村村志,No,n/a,n/a,n/a,刑事案件 Number of Reported Crimes,,,,,
0017,单家村村志,No,n/a,n/a,n/a,共产党员 CCP Membership,男 Male,,,,
0017,单家村村志,No,n/a,n/a,n/a,共产党员 CCP Membership,女 Female,,,,
0017,单家村村志,No,n/a,n/a,n/a,共产党员 CCP Membership,总 Total,,,,
0017,单家村村志,No,n/a,n/a,n/a,共产党员 CCP Membership,少数民族 Ethnic Minorities,,,,
0017,单家村村志,No,n/a,n/a,n/a,新党员 New CCP Membership,男 Male,,,,
0017,单家村村志,No,n/a,n/a,n/a,新党员 New CCP Membership,女 Female,,,,
0017,单家村村志,No,n/a,n/a,n/a,新党员 New CCP Membership,总 Total,,,,
0017,单家村村志,No,n/a,n/a,n/a,新党员 New CCP Membership,少数民族 Ethnic Minorities,,,,
0017,单家村村志,No,n/a,n/a,n/a,阶级成分 Class Status,,地主 Landlord,,,
0017,单家村村志,No,n/a,n/a,n/a,阶级成分 Class Status,,富农 Rich Peasant,,,
0017,单家村村志,No,n/a,n/a,n/a,阶级成分 Class Status,,中农 Middle Peasant,,,
0017,单家村村志,No,n/a,n/a,n/a,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,,,
0018,生产村志,No,n/a,n/a,n/a,入伍 Military Enlistment,,,,,
0018,生产村志,No,n/a,n/a,n/a,村民纠纷 Number of Civil Mediations,,,,,
0018,生产村志,No,n/a,n/a,n/a,刑事案件 Number of Reported Crimes,,,,,
0018,生产村志,No,n/a,n/a,n/a,共产党员 CCP Membership,男 Male,,,,
0018,生产村志,No,n/a,n/a,n/a,共产党员 CCP Membership,女 Female,,,,
0018,生产村志,No,n/a,n/a,n/a,共产党员 CCP Membership,总 Total,,,,
0018,生产村志,No,n/a,n/a,n/a,共产党员 CCP Membership,少数民族 Ethnic Minorities,,,,
0018,生产村志,No,n/a,n/a,n/a,新党员 New CCP Membership,男 Male,,,,
0018,生产村志,No,n/a,n/a,n/a,新党员 New CCP Membership,女 Female,,,,
0018,生产村志,No,n/a,n/a,n/a,新党员 New CCP Membership,总 Total,,,,
0018,生产村志,No,n/a,n/a,n/a,新党员 New CCP Membership,少数民族 Ethnic Minorities,,,,
0018,生产村志,No,n/a,n/a,n/a,阶级成分 Class Status,,地主 Landlord,,,
0018,生产村志,No,n/a,n/a,n/a,阶级成分 Class Status,,富农 Rich Peasant,,,
0018,生产村志,No,n/a,n/a,n/a,阶级成分 Class Status,,中农 Middle Peasant,,,
0018,生产村志,No,n/a,n/a,n/a,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,,,
0019,树园村志,No,n/a,n/a,n/a,入伍 Military Enlistment,,,,,
0019,树园村志,No,n/a,n/a,n/a,村民纠纷 Number of Civil Mediations,,,,,
0019,树园村志,No,n/a,n/a,n/a,刑事案件 Number of Reported Crimes,,,,,
0019,树园村志,No,n/a,n/a,n/a,共产党员 CCP Membership,男 Male,,,,
