村志代码 Gazetteer Code,村志书名 Gazetteer Title,Is the data available?,Start Year,End Year,Data,Category,Division1,Division2,Division3,Division4,Subdivision
0086,"石[kuan, 九+隹]村志",No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0086,"石[kuan, 九+隹]村志",No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0086,"石[kuan, 九+隹]村志",No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0086,"石[kuan, 九+隹]村志",No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0086,"石[kuan, 九+隹]村志",No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0086,"石[kuan, 九+隹]村志",No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0086,"石[kuan, 九+隹]村志",No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0086,"石[kuan, 九+隹]村志",No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0086,"石[kuan, 九+隹]村志",No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0106,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0106,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0106,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0106,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0106,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0106,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0106,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0106,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0106,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0106,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0106,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0106,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0107,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0107,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0107,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0107,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0107,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0107,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0107,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0107,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0107,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0107,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0107,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0107,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0108,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0108,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0108,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0108,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0108,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0108,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0108,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0108,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0108,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0108,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0108,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0108,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0109,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0109,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0109,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0109,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0109,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0109,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0109,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0109,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0109,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0109,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0109,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0109,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0080,新店村志,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0080,新店村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0080,新店村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0080,新店村志,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0080,新店村志,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0080,新店村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0080,新店村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0080,新店村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0080,新店村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0080,新店村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0080,新店村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0080,新店村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0110,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0110,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0110,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0110,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0110,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0110,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0110,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0110,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0110,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0110,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0110,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0110,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0085,马鼻方志,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0085,马鼻方志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0085,马鼻方志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0085,马鼻方志,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0085,马鼻方志,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0085,马鼻方志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0085,马鼻方志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0085,马鼻方志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0085,马鼻方志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0085,马鼻方志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0085,马鼻方志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0085,马鼻方志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0111,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0111,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0111,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0111,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0111,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0111,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0111,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0111,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0111,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0111,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0111,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0111,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0088,传字营村志,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0088,传字营村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0088,传字营村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0088,传字营村志,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0088,传字营村志,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0088,传字营村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0088,传字营村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0088,传字营村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0088,传字营村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0088,传字营村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0088,传字营村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0088,传字营村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0084,三力村志,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0084,三力村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0084,三力村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0084,三力村志,Yes,1950,1959,2,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0084,三力村志,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0084,三力村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0084,三力村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0084,三力村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0084,三力村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0084,三力村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0084,三力村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0084,三力村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0112,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0112,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0112,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0112,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0112,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0112,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0112,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0112,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0112,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0112,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0112,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0112,柳州·村志 : 柳城卷,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0087,坦头村志,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0087,坦头村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0087,坦头村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0087,坦头村志,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0087,坦头村志,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0087,坦头村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0087,坦头村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0087,坦头村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0087,坦头村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0087,坦头村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0087,坦头村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0087,坦头村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0089,新立村志,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0089,新立村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0089,新立村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0089,新立村志,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0089,新立村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0089,新立村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0089,新立村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0089,新立村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0089,新立村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0089,新立村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0089,新立村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0089,新立村志,Yes,1949,2000,146,老师 Teachers,小学 Elementary School,,,,
0091,福保村志,No,n/a,n/a,n/a,在校生 Students in School,小学 Elementary School,,,,
0091,福保村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0091,福保村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0091,福保村志,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0091,福保村志,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0091,福保村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0091,福保村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0091,福保村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0091,福保村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0091,福保村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0091,福保村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0091,福保村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
0090,高山村志,Yes,1950,1952,440,在校生 Students in School,小学 Elementary School,,,,
0090,高山村志,Yes,1952,1955,500,在校生 Students in School,小学 Elementary School,,,,
0090,高山村志,Yes,1956,1958,550,在校生 Students in School,小学 Elementary School,,,,
0090,高山村志,Yes,1959,1969,550,在校生 Students in School,小学 Elementary School,,,,
0090,高山村志,Yes,1969,1971,550,在校生 Students in School,小学 Elementary School,,,,
0090,高山村志,Yes,1971,1975,550,在校生 Students in School,小学 Elementary School,,,,
0090,高山村志,Yes,1975,1978,550,在校生 Students in School,小学 Elementary School,,,,
0090,高山村志,Yes,1978,1985,550,在校生 Students in School,小学 Elementary School,,,,
0090,高山村志,Yes,1985,1986,600,在校生 Students in School,小学 Elementary School,,,,
0090,高山村志,Yes,1986,1988,600,在校生 Students in School,小学 Elementary School,,,,
0090,高山村志,Yes,1988,1989,600,在校生 Students in School,小学 Elementary School,,,,
0090,高山村志,Yes,1989,1993,580,在校生 Students in School,小学 Elementary School,,,,
0090,高山村志,Yes,1993,1998,742,在校生 Students in School,小学 Elementary School,,,,
0090,高山村志,Yes,1998,2003,742,在校生 Students in School,小学 Elementary School,,,,
0090,高山村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0090,高山村志,No,n/a,n/a,n/a,在校生 Students in School,初中 Junior High School,,,,
0090,高山村志,No,n/a,n/a,n/a,新入学生 - 大学 Initial Student Enrollment - College/University,,,,,
0090,高山村志,No,n/a,n/a,n/a,老师 Teachers,小学 Elementary School,,,,
0090,高山村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0090,高山村志,No,n/a,n/a,n/a,老师 Teachers,初中 Junior High School,,,,
0090,高山村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,文盲 Illiterate,,,人数 number of people
0090,高山村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,小学 Elementary School,,,人数 number of people
0090,高山村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,初中 Junior High School,,,人数 number of people
0090,高山村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,中专高中 High School,,,人数 number of people
0090,高山村志,No,n/a,n/a,n/a,受教育程度 Highest Level of Education,,大专以上 College/University or Higher,,,人数 number of people
