村志代码 Gazetteer Code,村志书名 Gazetteer Title,Category,Is the data available?,Start Year,End Year,Data
0002,叶店村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a
0002,叶店村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a
0002,叶店村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a
0002,叶店村志,男性人口 Male Population,Yes,1980,1983,1381
0002,叶店村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a
0002,叶店村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a
0002,叶店村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a
0002,叶店村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a
0003,马鞭田村志,户数 Number of Households,No,n/a,n/a,n/a
0003,马鞭田村志,男性人口 Male Population,No,n/a,n/a,n/a
0003,马鞭田村志,女性人口 Female Population,No,n/a,n/a,n/a
0003,马鞭田村志,总人口 Total Population,No,n/a,n/a,n/a
0003,马鞭田村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a
0003,马鞭田村志,出生人数 Number of Births,No,n/a,n/a,n/a
0003,马鞭田村志,自然出生率 Birth Rate (‰),Yes,1961,1963,38
0003,马鞭田村志,自然出生率 Birth Rate (‰),Yes,1966,1976,35
0003,马鞭田村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a
0003,马鞭田村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a
0003,马鞭田村志,自然增长率 Natural Population Growth Rate (‰),Yes,1961,1970,33.1
0003,马鞭田村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a
0003,马鞭田村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a
0003,马鞭田村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a
0003,马鞭田村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a
0003,马鞭田村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a
0003,马鞭田村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a
0003,马鞭田村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a
0003,马鞭田村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a
0004,万秀村志,户数 Number of Households,No,n/a,n/a,n/a
0004,万秀村志,男性人口 Male Population,No,n/a,n/a,n/a
0004,万秀村志,女性人口 Female Population,No,n/a,n/a,n/a
0004,万秀村志,总人口 Total Population,No,n/a,n/a,n/a
0004,万秀村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a
0004,万秀村志,出生人数 Number of Births,No,n/a,n/a,n/a
0004,万秀村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a
0004,万秀村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a
0004,万秀村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a
0004,万秀村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a
0004,万秀村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a
0004,万秀村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a
0004,万秀村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a
0004,万秀村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a
0004,万秀村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a
0004,万秀村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a
0004,万秀村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a
0004,万秀村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a
0005,光淀村志,户数 Number of Households,No,n/a,n/a,n/a
0005,光淀村志,男性人口 Male Population,No,n/a,n/a,n/a
0005,光淀村志,女性人口 Female Population,No,n/a,n/a,n/a
0005,光淀村志,总人口 Total Population,No,n/a,n/a,n/a
0005,光淀村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a
0005,光淀村志,出生人数 Number of Births,No,n/a,n/a,n/a
0005,光淀村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a
0005,光淀村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a
0005,光淀村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a
0005,光淀村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a
0005,光淀村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a
0005,光淀村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a
0005,光淀村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a
0005,光淀村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a
0005,光淀村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a
0005,光淀村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a
0005,光淀村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a
0005,光淀村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a
0006,方等村志,户数 Number of Households,No,n/a,n/a,n/a
0006,方等村志,男性人口 Male Population,No,n/a,n/a,n/a
0006,方等村志,女性人口 Female Population,No,n/a,n/a,n/a
0006,方等村志,总人口 Total Population,No,n/a,n/a,n/a
0006,方等村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a
0006,方等村志,出生人数 Number of Births,No,n/a,n/a,n/a
0006,方等村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a
0006,方等村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a
0006,方等村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a
0006,方等村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a
0006,方等村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a
0006,方等村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a
0006,方等村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a
0006,方等村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a
0006,方等村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a
0006,方等村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a
0006,方等村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a
0006,方等村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a
0007,渔津洼村志,户数 Number of Households,No,n/a,n/a,n/a
0007,渔津洼村志,男性人口 Male Population,No,n/a,n/a,n/a
0007,渔津洼村志,女性人口 Female Population,No,n/a,n/a,n/a
0007,渔津洼村志,总人口 Total Population,No,n/a,n/a,n/a
0007,渔津洼村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a
0007,渔津洼村志,出生人数 Number of Births,No,n/a,n/a,n/a
0007,渔津洼村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a
0007,渔津洼村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a
0007,渔津洼村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a
0007,渔津洼村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a
0007,渔津洼村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a
0007,渔津洼村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a
0007,渔津洼村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a
0007,渔津洼村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a
0007,渔津洼村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a
0007,渔津洼村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a
0007,渔津洼村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a
0007,渔津洼村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a
0008,板板桥村志,户数 Number of Households,No,n/a,n/a,n/a
0008,板板桥村志,男性人口 Male Population,No,n/a,n/a,n/a
0008,板板桥村志,女性人口 Female Population,No,n/a,n/a,n/a
0008,板板桥村志,总人口 Total Population,No,n/a,n/a,n/a
0008,板板桥村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a
0008,板板桥村志,出生人数 Number of Births,No,n/a,n/a,n/a
0008,板板桥村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a
0008,板板桥村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a
0008,板板桥村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a
0008,板板桥村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a
0008,板板桥村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a
0008,板板桥村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a
0008,板板桥村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a
0008,板板桥村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a
0008,板板桥村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a
0008,板板桥村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a
0008,板板桥村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a
0008,板板桥村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a
0009,仓上村志,户数 Number of Households,No,n/a,n/a,n/a
0009,仓上村志,男性人口 Male Population,No,n/a,n/a,n/a
0009,仓上村志,女性人口 Female Population,No,n/a,n/a,n/a
0009,仓上村志,总人口 Total Population,No,n/a,n/a,n/a
0009,仓上村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a
0009,仓上村志,出生人数 Number of Births,No,n/a,n/a,n/a
0009,仓上村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a
0009,仓上村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a
0009,仓上村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a
0009,仓上村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a
0009,仓上村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a
0009,仓上村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a
0009,仓上村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a
0009,仓上村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a
0009,仓上村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a
0009,仓上村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a
0009,仓上村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a
0009,仓上村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a
0010,草场地村志,户数 Number of Households,No,n/a,n/a,n/a
0010,草场地村志,男性人口 Male Population,No,n/a,n/a,n/a
0010,草场地村志,女性人口 Female Population,No,n/a,n/a,n/a
0010,草场地村志,总人口 Total Population,No,n/a,n/a,n/a
0010,草场地村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a
0010,草场地村志,出生人数 Number of Births,No,n/a,n/a,n/a
0010,草场地村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a
0010,草场地村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a
0010,草场地村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a
0010,草场地村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a
0010,草场地村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a
0010,草场地村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a
0010,草场地村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a
0010,草场地村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a
0010,草场地村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a
0010,草场地村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a
0010,草场地村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a
0010,草场地村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a
0012,东候坊村志,户数 Number of Households,No,n/a,n/a,n/a
0012,东候坊村志,男性人口 Male Population,No,n/a,n/a,n/a
0012,东候坊村志,女性人口 Female Population,No,n/a,n/a,n/a
0012,东候坊村志,总人口 Total Population,No,n/a,n/a,n/a
0012,东候坊村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a
0012,东候坊村志,出生人数 Number of Births,No,n/a,n/a,n/a
0012,东候坊村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a
0012,东候坊村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a
0012,东候坊村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a
0012,东候坊村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a
0012,东候坊村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a
0012,东候坊村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a
0012,东侯坊村志,知识青年迁入 Educated Youth - Migration In,Yes,1970,1977,56
0012,东侯坊村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a
0012,东候坊村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a
0012,东候坊村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a
0012,东候坊村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a
0012,东候坊村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a
0011,东莞市常平镇桥梓村志,户数 Number of Households,No,n/a,n/a,n/a
0011,东莞市常平镇桥梓村志,男性人口 Male Population,No,n/a,n/a,n/a
0011,东莞市常平镇桥梓村志,女性人口 Female Population,No,n/a,n/a,n/a
0011,东莞市常平镇桥梓村志,总人口 Total Population,No,n/a,n/a,n/a
0011,东莞市常平镇桥梓村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a
0011,东莞市常平镇桥梓村志,出生人数 Number of Births,No,n/a,n/a,n/a
0011,东莞市常平镇桥梓村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a
0011,东莞市常平镇桥梓村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a
0011,东莞市常平镇桥梓村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a
0011,东莞市常平镇桥梓村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a
0011,东莞市常平镇桥梓村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a
0011,东莞市常平镇桥梓村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a
0011,东莞市常平镇桥梓村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a
0011,东莞市常平镇桥梓村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a
0011,东莞市常平镇桥梓村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a
0011,东莞市常平镇桥梓村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a
0011,东莞市常平镇桥梓村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a
0011,东莞市常平镇桥梓村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a
0013,黄土岗村志,户数 Number of Households,No,n/a,n/a,n/a
0013,黄土岗村志,男性人口 Male Population,No,n/a,n/a,n/a
0013,黄土岗村志,女性人口 Female Population,No,n/a,n/a,n/a
0013,黄土岗村志,总人口 Total Population,No,n/a,n/a,n/a
0013,黄土岗村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a
0013,黄土岗村志,出生人数 Number of Births,No,n/a,n/a,n/a
0013,黄土岗村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a
0013,黄土岗村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a
0013,黄土岗村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a
0013,黄土岗村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a
0013,黄土岗村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a
0013,黄土岗村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a
0013,黄土岗村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a
0013,黄土岗村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a
0013,黄土岗村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a
0013,黄土岗村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a
0013,黄土岗村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a
0013,黄土岗村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a
0015,三合村志,户数 Number of Households,No,n/a,n/a,n/a
0015,三合村志,男性人口 Male Population,No,n/a,n/a,n/a
0015,三合村志,女性人口 Female Population,No,n/a,n/a,n/a
0015,三合村志,总人口 Total Population,No,n/a,n/a,n/a
0015,三合村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a
0015,三合村志,出生人数 Number of Births,No,n/a,n/a,n/a
0015,三合村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a
0015,三合村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a
0015,三合村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a
0015,三合村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a
0015,三合村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a
0015,三合村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a
0015,三合村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a
0015,三合村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a
0015,三合村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a
0015,三合村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a
0015,三合村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a
0015,三合村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a
0014,桑耳庄村志,户数 Number of Households,No,n/a,n/a,n/a
0014,桑耳庄村志,男性人口 Male Population,No,n/a,n/a,n/a
0014,桑耳庄村志,女性人口 Female Population,No,n/a,n/a,n/a
0014,桑耳庄村志,总人口 Total Population,No,n/a,n/a,n/a
0014,桑耳庄村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a
0014,桑耳庄村志,出生人数 Number of Births,No,n/a,n/a,n/a
0014,桑耳庄村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a
0014,桑耳庄村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a
0014,桑耳庄村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a
0014,桑耳庄村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a
0014,桑耳庄村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a
0014,桑耳庄村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a
0014,桑耳庄村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a
0014,桑耳庄村志,知识青年迁出 Educated Youth - Migration Out,Yes,1973,1974,15
0014,桑耳庄村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a
0014,桑耳庄村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a
0014,桑耳庄村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a
0014,桑耳庄村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a
0016,上海林村志,户数 Number of Households,No,n/a,n/a,n/a
0016,上海林村志,男性人口 Male Population,No,n/a,n/a,n/a
0016,上海林村志,女性人口 Female Population,No,n/a,n/a,n/a
0016,上海林村志,总人口 Total Population,No,n/a,n/a,n/a
0016,上海林村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a
0016,上海林村志,出生人数 Number of Births,No,n/a,n/a,n/a
0016,上海林村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a
0016,上海林村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a
0016,上海林村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a
0016,上海林村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a
0016,上海林村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a
0016,上海林村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a
0016,上海林村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a
0016,上海林村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a
0016,上海林村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a
0016,上海林村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a
0016,上海林村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a
0016,上海林村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a
0017,单家村村志,户数 Number of Households,No,n/a,n/a,n/a
0017,单家村村志,男性人口 Male Population,No,n/a,n/a,n/a
0017,单家村村志,女性人口 Female Population,No,n/a,n/a,n/a
0017,单家村村志,总人口 Total Population,No,n/a,n/a,n/a
0017,单家村村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a
0017,单家村村志,出生人数 Number of Births,No,n/a,n/a,n/a
0017,单家村村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a
0017,单家村村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a
0017,单家村村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a
0017,单家村村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a
0017,单家村村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a
0017,单家村村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a
0017,单家村村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a
0017,单家村村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a
0017,单家村村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a
0017,单家村村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a
0017,单家村村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a
0017,单家村村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a
0018,生产村志,户数 Number of Households,No,n/a,n/a,n/a
0018,生产村志,男性人口 Male Population,No,n/a,n/a,n/a
0018,生产村志,女性人口 Female Population,No,n/a,n/a,n/a
0018,生产村志,总人口 Total Population,No,n/a,n/a,n/a
0018,生产村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a
0018,生产村志,出生人数 Number of Births,No,n/a,n/a,n/a
0018,生产村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a
0018,生产村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a
0018,生产村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a
0018,生产村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a
0018,生产村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a
0018,生产村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a
0018,生产村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a
0018,生产村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a
0018,生产村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a
0018,生产村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a
0018,生产村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a
0018,生产村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a
0019,树园村志,户数 Number of Households,No,n/a,n/a,n/a
0019,树园村志,男性人口 Male Population,No,n/a,n/a,n/a
