村志代码 Gazetteer Code,村志书名 Gazetteer Title,Category,Is the data available?,Start Year,End Year,Data
0043,草厂村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0043,草厂村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0043,草厂村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0043,草厂村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0043,草厂村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0043,草厂村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0043,草厂村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0043,草厂村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0043,草厂村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0058,袁家沟村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0058,袁家沟村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0058,袁家沟村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0058,袁家沟村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0058,袁家沟村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0058,袁家沟村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0058,袁家沟村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0058,袁家沟村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0058,袁家沟村志,受教育程度 - 小学 Highest Level of Education - Elementary School,Yes,1978,2008,177
0058,袁家沟村志,受教育程度 - 初中 Highest Level of Education - Junior High School,Yes,1978,2008,312
0058,袁家沟村志,受教育程度 - 中专高中 Highest Level of Education - High School,Yes,1978,2008,57
0058,袁家沟村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,Yes,1978,2008,35
0063,盘山村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0063,盘山村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0063,盘山村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0063,盘山村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0063,盘山村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0063,盘山村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0063,盘山村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0063,盘山村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0063,盘山村志,受教育程度 - 小学 Highest Level of Education - Elementary School,Yes,1949,2009,4400
0063,盘山村志,受教育程度 - 初中 Highest Level of Education - Junior High School,Yes,1949,2009,150
0063,盘山村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0063,盘山村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,Yes,1963,2010,99
0064,三路居村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0064,三路居村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0064,三路居村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0064,三路居村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0064,三路居村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0064,三路居村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0064,三路居村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0064,三路居村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0064,三路居村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0064,三路居村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0064,三路居村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0064,三路居村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0059,云水村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0059,云水村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0059,云水村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0059,云水村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0059,云水村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0059,云水村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0059,云水村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0059,云水村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0059,云水村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0059,云水村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0059,云水村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0059,云水村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0060,平地村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0060,平地村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0060,平地村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0060,平地村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0060,平地村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0060,平地村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0060,平地村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0060,平地村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0060,平地村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0060,平地村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0060,平地村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0060,平地村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0061,西高庄村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0061,西高庄村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0061,西高庄村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0061,西高庄村志,新入学生 - 大学 Initial Student Enrollment - College/University,Yes,1995,2010,20
0061,西高庄村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0061,西高庄村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0061,西高庄村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0061,西高庄村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0061,西高庄村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0061,西高庄村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0061,西高庄村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0061,西高庄村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0067,西洞头村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0067,西洞头村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0067,西洞头村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0067,西洞头村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0067,西洞头村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0067,西洞头村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0067,西洞头村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0067,西洞头村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0067,西洞头村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0067,西洞头村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0067,西洞头村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0067,西洞头村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0068,五河苗族村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0068,五河苗族村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0068,五河苗族村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0068,五河苗族村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0068,五河苗族村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0068,五河苗族村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0068,五河苗族村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0068,五河苗族村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0068,五河苗族村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0068,五河苗族村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0068,五河苗族村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0068,五河苗族村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0069,五一村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0069,五一村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0069,五一村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0069,五一村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0069,五一村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0069,五一村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0069,五一村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0069,五一村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0069,五一村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0069,五一村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0069,五一村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0069,五一村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0070,乌玉村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0070,乌玉村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0070,乌玉村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0070,乌玉村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0070,乌玉村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0070,乌玉村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0070,乌玉村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0070,乌玉村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0070,乌玉村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0070,乌玉村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0070,乌玉村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0070,乌玉村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0066,四马台村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0066,四马台村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0066,四马台村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0066,四马台村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0066,四马台村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0066,四马台村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0066,四马台村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0066,四马台村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0066,四马台村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0066,四马台村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0066,四马台村志,在校生 - 高中 Students in School - High School,Yes,1975,1978,40
0066,四马台村志,老师- 小学 Teachers - Elementary School,Yes,1956,2001,59
0066,四马台村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0062,新华村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0062,新华村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0062,新华村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0062,新华村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0062,新华村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0062,新华村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0062,新华村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0062,新华村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0062,新华村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0062,新华村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0062,新华村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0062,新华村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0071,前夹山村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0071,前夹山村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0071,前夹山村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0071,前夹山村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0071,前夹山村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0071,前夹山村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0071,前夹山村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0071,前夹山村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0071,前夹山村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0071,前夹山村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0071,前夹山村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0071,前夹山村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0072,浦联村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0072,浦联村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0072,浦联村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0072,浦联村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0072,浦联村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0072,浦联村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0072,浦联村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0072,浦联村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0072,浦联村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0072,浦联村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0072,浦联村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0072,浦联村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0074,上东廓村志,在校生 - 小学 Students in School - Elementary School,Yes,1953,1956,70
0074,上东廓村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0074,上东廓村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0074,上东廓村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0074,上东廓村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0074,上东廓村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0074,上东廓村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0074,上东廓村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0074,上东廓村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0074,上东廓村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0074,上东廓村志,受教育程度 - 中专高中 Highest Level of Education - High School,Yes,1949,2007,148
0074,上东廓村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,Yes,1949,2007,124
0040,金家坪村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0040,金家坪村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0040,金家坪村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0040,金家坪村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0040,金家坪村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0040,金家坪村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0040,金家坪村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0040,金家坪村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0040,金家坪村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0040,金家坪村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0040,金家坪村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0040,金家坪村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0073,三元朱村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0073,三元朱村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0073,三元朱村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0073,三元朱村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0073,三元朱村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0073,三元朱村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0073,三元朱村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0073,三元朱村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0073,三元朱村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0073,三元朱村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0073,三元朱村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0073,三元朱村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0076,沁水营村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0076,沁水营村志,在校生 - 初中 Students in School - Junior High School,Yes,1980,1989,1000
0076,沁水营村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0076,沁水营村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0076,沁水营村志,老师- 小学 Teachers - Elementary School,Yes,1949,2008,15
0076,沁水营村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0076,沁水营村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0076,沁水营村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0076,沁水营村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0076,沁水营村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0076,沁水营村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0076,沁水营村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0101,柳州·村志 : 柳城卷,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0101,柳州·村志 : 柳城卷,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0101,柳州·村志 : 柳城卷,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0101,柳州·村志 : 柳城卷,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0101,柳州·村志 : 柳城卷,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0101,柳州·村志 : 柳城卷,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0101,柳州·村志 : 柳城卷,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0101,柳州·村志 : 柳城卷,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0101,柳州·村志 : 柳城卷,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0101,柳州·村志 : 柳城卷,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0101,柳州·村志 : 柳城卷,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0101,柳州·村志 : 柳城卷,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0102,柳州·村志 : 柳城卷,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0102,柳州·村志 : 柳城卷,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0102,柳州·村志 : 柳城卷,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0102,柳州·村志 : 柳城卷,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0102,柳州·村志 : 柳城卷,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0102,柳州·村志 : 柳城卷,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0102,柳州·村志 : 柳城卷,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0102,柳州·村志 : 柳城卷,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0102,柳州·村志 : 柳城卷,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0102,柳州·村志 : 柳城卷,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0102,柳州·村志 : 柳城卷,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0102,柳州·村志 : 柳城卷,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0103,柳州·村志 : 柳城卷,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0103,柳州·村志 : 柳城卷,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0103,柳州·村志 : 柳城卷,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0103,柳州·村志 : 柳城卷,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0103,柳州·村志 : 柳城卷,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0103,柳州·村志 : 柳城卷,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0103,柳州·村志 : 柳城卷,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0103,柳州·村志 : 柳城卷,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0103,柳州·村志 : 柳城卷,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0103,柳州·村志 : 柳城卷,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0103,柳州·村志 : 柳城卷,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0103,柳州·村志 : 柳城卷,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0104,柳州·村志 : 柳城卷,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0104,柳州·村志 : 柳城卷,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0104,柳州·村志 : 柳城卷,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0104,柳州·村志 : 柳城卷,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0104,柳州·村志 : 柳城卷,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0104,柳州·村志 : 柳城卷,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0104,柳州·村志 : 柳城卷,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0104,柳州·村志 : 柳城卷,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0104,柳州·村志 : 柳城卷,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0104,柳州·村志 : 柳城卷,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0104,柳州·村志 : 柳城卷,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0104,柳州·村志 : 柳城卷,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0105,柳州·村志 : 柳城卷,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0105,柳州·村志 : 柳城卷,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0105,柳州·村志 : 柳城卷,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0105,柳州·村志 : 柳城卷,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0105,柳州·村志 : 柳城卷,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0105,柳州·村志 : 柳城卷,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0105,柳州·村志 : 柳城卷,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0105,柳州·村志 : 柳城卷,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0105,柳州·村志 : 柳城卷,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0105,柳州·村志 : 柳城卷,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0105,柳州·村志 : 柳城卷,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0105,柳州·村志 : 柳城卷,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0077,三洋村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
0077,三洋村志,在校生 - 初中 Students in School - Junior High School,No,n/a,n/a,n/a
0077,三洋村志,在校生 - 高中 Students in School - High School,No,n/a,n/a,n/a
0077,三洋村志,新入学生 - 大学 Initial Student Enrollment - College/University,No,n/a,n/a,n/a
0077,三洋村志,老师- 小学 Teachers - Elementary School,No,n/a,n/a,n/a
0077,三洋村志,老师- 初中 Teachers - Junior High School,No,n/a,n/a,n/a
0077,三洋村志,老师- 高中 Teachers - High School,No,n/a,n/a,n/a
0077,三洋村志,受教育程度 - 文盲 Illiterate,No,n/a,n/a,n/a
0077,三洋村志,受教育程度 - 小学 Highest Level of Education - Elementary School,No,n/a,n/a,n/a
0077,三洋村志,受教育程度 - 初中 Highest Level of Education - Junior High School,No,n/a,n/a,n/a
0077,三洋村志,受教育程度 - 中专高中 Highest Level of Education - High School,No,n/a,n/a,n/a
0077,三洋村志,受教育程度 - 大专以上 Highest Level of Education - College/University or Higher,No,n/a,n/a,n/a
0075,琴湖村志,在校生 - 小学 Students in School - Elementary School,No,n/a,n/a,n/a
